Start_Time,State,Weather_Condition
2016-11-27 09:58:55,CA,Partly Cloudy
2016-11-27 09:58:04,CA,Clear
2016-11-27 10:10:03,CA,Clear
2016-11-27 10:10:05,CA,Partly Cloudy
2016-11-27 10:35:11,CA,Clear
2016-11-27 10:56:03,CA,Scattered Clouds
2016-11-27 11:10:50,CA,Partly Cloudy
2016-11-27 11:20:36,CA,Scattered Clouds
2016-11-27 11:20:08,CA,Clear
2016-11-27 11:46:35,CA,Scattered Clouds
2016-11-27 11:53:53,CA,Partly Cloudy
2016-11-27 11:56:30,CA,Clear
2016-11-27 12:00:53,CA,Clear
2016-11-27 12:04:53,CA,Partly Cloudy
2016-11-27 12:09:19,CA,Partly Cloudy
2016-11-27 12:19:19,CA,Partly Cloudy
2016-11-27 12:26:07,CA,Mostly Cloudy
2016-11-27 13:05:28,CA,Clear
2016-11-27 12:58:17,CA,Clear
2016-11-27 13:17:12,CA,Clear
2016-11-27 13:33:57,CA,Clear
2016-11-27 13:36:33,CA,Partly Cloudy
2016-11-27 13:41:41,CA,Clear
2016-11-27 13:58:29,CA,Clear
2016-11-27 14:15:32,CA,Mostly Cloudy
2016-11-27 14:49:40,CA,Mostly Cloudy
2016-11-27 15:24:36,CA,Clear
2016-11-27 15:25:27,CA,Mostly Cloudy
2016-11-27 15:28:19,CA,Mostly Cloudy
2016-11-27 15:31:44,CA,Clear
2016-11-27 15:45:14,CA,Clear
2016-11-27 15:57:34,CA,Clear
2016-11-27 16:21:57,CA,Mostly Cloudy
2016-11-27 16:17:21,CA,Clear
2016-11-27 16:26:45,CA,Mostly Cloudy
2016-11-27 16:55:13,CA,Mostly Cloudy
2016-11-27 16:57:41,CA,Partly Cloudy
2016-11-27 18:53:17,CA,Mostly Cloudy
2016-11-27 19:00:53,CA,Mostly Cloudy
2016-11-27 19:29:24,CA,Mostly Cloudy
2016-11-27 21:08:03,CA,Overcast
2016-11-27 21:05:27,CA,Overcast
2016-11-27 21:03:49,CA,Overcast
2016-11-27 21:16:10,CA,Overcast
2016-11-27 21:48:10,CA,Overcast
2016-11-27 21:48:53,CA,Overcast
2016-11-27 21:47:26,CA,Overcast
2016-11-27 22:05:38,CA,Overcast
2016-11-27 23:00:42,CA,Overcast
2016-11-28 01:26:49,CA,Light Rain
2016-11-28 01:08:36,CA,Overcast
2016-11-28 01:09:25,CA,Overcast
2016-11-28 02:51:34,CA,Overcast
2016-11-28 03:23:02,CA,Overcast
2016-11-28 04:39:06,CA,Overcast
2016-11-28 05:39:15,CA,Overcast
2016-11-28 05:47:44,CA,Light Rain
2016-11-28 05:47:07,CA,Overcast
2016-11-28 06:06:21,CA,Overcast
2016-11-28 06:13:32,CA,Overcast
2016-11-28 06:27:58,CA,Overcast
2016-11-28 07:19:05,CA,Mostly Cloudy
2016-11-28 07:16:24,CA,Overcast
2016-11-28 07:17:37,CA,Light Rain
2016-11-28 07:33:44,CA,Mostly Cloudy
2016-11-28 07:57:48,CA,Mostly Cloudy
2016-11-28 07:50:32,CA,Overcast
2016-11-28 08:27:25,CA,Overcast
2016-11-28 08:38:11,CA,Overcast
2016-11-28 08:59:17,CA,Overcast
2016-11-28 09:03:04,CA,Clear
2016-11-28 09:04:29,CA,Overcast
2016-11-28 09:00:11,CA,Overcast
2016-11-28 09:13:39,CA,Scattered Clouds
2016-11-28 09:11:12,CA,Mostly Cloudy
2016-11-28 09:18:09,CA,Overcast
2016-11-28 09:35:59,CA,Overcast
2016-11-28 09:46:19,CA,Overcast
2016-11-28 09:56:12,CA,Overcast
2016-11-28 09:55:39,CA,Scattered Clouds
2016-11-28 10:00:23,CA,Light Rain
2016-11-28 10:03:42,CA,Mostly Cloudy
2016-11-28 10:11:00,CA,Overcast
2016-11-28 10:10:39,CA,Overcast
2016-11-28 10:14:09,CA,Mostly Cloudy
2016-11-28 10:16:45,CA,Light Rain
2016-11-28 10:33:53,CA,Overcast
2016-11-28 10:35:09,CA,Overcast
2016-11-28 10:51:43,CA,Mostly Cloudy
2016-11-28 10:51:29,CA,Overcast
2016-11-28 10:49:56,CA,Overcast
2016-11-28 10:46:43,CA,Overcast
2016-11-28 10:49:17,CA,Overcast
2016-11-28 10:48:26,CA,Overcast
2016-11-28 10:57:02,CA,Scattered Clouds
2016-11-28 10:54:54,CA,Overcast
2016-11-28 11:07:07,CA,Scattered Clouds
2016-11-28 11:02:08,CA,Overcast
2016-11-28 11:06:18,CA,Scattered Clouds
2016-11-28 11:01:22,CA,Overcast
2016-11-28 11:02:35,CA,Overcast
2016-11-28 11:17:14,CA,Overcast
2016-11-28 11:16:38,CA,Overcast
2016-11-28 11:28:55,CA,Mostly Cloudy
2016-11-28 11:24:58,CA,Mostly Cloudy
2016-11-28 11:33:12,CA,Mostly Cloudy
2016-11-28 11:31:00,CA,Overcast
2016-11-28 11:24:20,CA,Light Rain
2016-11-28 11:42:56,CA,Mostly Cloudy
2016-11-28 11:34:18,CA,Overcast
2016-11-28 11:48:33,CA,Mostly Cloudy
2016-11-28 11:48:44,CA,Overcast
2016-11-28 11:52:24,CA,Scattered Clouds
2016-11-28 11:54:47,CA,Scattered Clouds
2016-11-28 11:57:35,CA,Overcast
2016-11-28 11:57:59,CA,Overcast
2016-11-28 12:10:40,CA,Clear
2016-11-28 12:14:57,CA,Overcast
2016-11-28 12:15:37,CA,Mostly Cloudy
2016-11-28 12:42:49,CA,Mostly Cloudy
2016-11-28 12:39:08,CA,
2016-11-28 12:38:38,CA,Overcast
2016-11-28 12:47:29,CA,Overcast
2016-11-28 12:44:35,CA,Overcast
2016-11-28 12:57:12,CA,Scattered Clouds
2016-11-28 12:57:58,CA,Overcast
2016-11-28 13:06:24,CA,Mostly Cloudy
2016-11-28 13:11:26,CA,Overcast
2016-11-28 13:17:04,CA,Scattered Clouds
2016-11-28 13:24:07,CA,Overcast
2016-11-28 13:28:36,CA,Mostly Cloudy
2016-11-28 13:27:04,CA,
2016-11-28 13:33:22,CA,Overcast
2016-11-28 13:45:26,CA,Light Rain
2016-11-28 14:10:51,CA,Mostly Cloudy
2016-11-28 14:07:55,CA,Overcast
2016-11-28 14:10:04,CA,Overcast
2016-11-28 14:05:14,CA,Overcast
2016-11-28 14:15:20,CA,Scattered Clouds
2016-11-28 14:27:50,CA,Overcast
2016-11-28 14:37:54,CA,Scattered Clouds
2016-11-28 14:48:03,CA,Mostly Cloudy
2016-11-28 14:44:52,CA,Partly Cloudy
2016-11-28 15:00:05,CA,Scattered Clouds
2016-11-28 14:57:05,CA,Overcast
2016-11-28 15:14:20,CA,Mostly Cloudy
2016-11-28 15:25:35,CA,Mostly Cloudy
2016-11-28 15:27:27,CA,Clear
2016-11-28 15:35:51,CA,Scattered Clouds
2016-11-28 15:35:05,CA,
2016-11-28 15:49:55,CA,Partly Cloudy
2016-11-28 15:51:49,CA,Partly Cloudy
2016-11-28 15:58:01,CA,
2016-11-28 15:57:32,CA,
2016-11-28 15:55:07,CA,Mostly Cloudy
2016-11-28 16:05:31,CA,Partly Cloudy
2016-11-28 16:04:48,CA,Scattered Clouds
2016-11-28 16:12:27,CA,Scattered Clouds
2016-11-28 16:06:45,CA,Scattered Clouds
2016-11-28 16:06:03,CA,Overcast
2016-11-28 16:16:23,CA,Mostly Cloudy
2016-11-28 16:23:00,CA,Clear
2016-11-28 16:25:49,CA,Clear
2016-11-28 16:41:00,CA,Light Rain
2016-11-28 16:43:54,CA,Clear
2016-11-28 16:51:04,CA,Clear
2016-11-28 16:58:37,CA,
2016-11-28 17:07:31,CA,Mostly Cloudy
2016-11-28 17:18:44,CA,Clear
2016-11-28 17:29:49,CA,Scattered Clouds
2016-11-28 17:25:48,CA,Clear
2016-11-28 17:35:14,CA,Clear
2016-11-28 17:48:38,CA,Scattered Clouds
2016-11-28 17:49:05,CA,Clear
2016-11-28 17:55:33,CA,Scattered Clouds
2016-11-28 17:56:31,CA,Clear
2016-11-28 18:09:13,CA,Overcast
2016-11-28 18:17:47,CA,Clear
2016-11-28 18:20:36,CA,Mostly Cloudy
2016-11-28 18:27:58,CA,Clear
2016-11-28 18:40:50,CA,Clear
2016-11-28 18:40:40,CA,Clear
2016-11-28 18:38:47,CA,Clear
2016-11-28 18:43:17,CA,Scattered Clouds
2016-11-28 18:42:47,CA,Partly Cloudy
2016-11-28 18:49:29,CA,Partly Cloudy
2016-11-28 18:54:19,CA,Clear
2016-11-28 19:01:31,CA,
2016-11-28 18:54:28,CA,Clear
2016-11-28 18:59:44,CA,Partly Cloudy
2016-11-28 19:03:43,CA,Mostly Cloudy
2016-11-28 19:05:26,CA,Clear
2016-11-28 19:12:57,CA,Clear
2016-11-28 19:23:32,CA,Clear
2016-11-28 19:31:36,CA,Clear
2016-11-28 19:34:39,CA,Clear
2016-11-28 19:33:43,CA,Clear
2016-11-28 19:52:04,CA,Clear
2016-11-28 19:44:55,CA,Clear
2016-11-28 19:50:45,CA,Clear
2016-11-28 19:48:50,CA,Clear
2016-11-28 19:43:54,CA,Clear
2016-11-28 19:52:07,CA,Clear
2016-11-28 19:51:32,CA,Clear
2016-11-28 19:49:10,CA,
2016-11-28 19:57:38,CA,Clear
2016-11-28 19:55:41,CA,Clear
2016-11-28 20:02:59,CA,Clear
2016-11-28 20:09:10,CA,Partly Cloudy
2016-11-28 20:06:17,CA,Partly Cloudy
2016-11-28 20:14:00,CA,Mostly Cloudy
2016-11-28 20:11:27,CA,Clear
2016-11-28 20:22:05,CA,Clear
2016-11-28 20:25:01,CA,Clear
2016-11-28 20:28:09,CA,Clear
2016-11-28 20:25:39,CA,Clear
2016-11-28 20:29:44,CA,Partly Cloudy
2016-11-28 20:28:42,CA,
2016-11-28 20:42:25,CA,Clear
2016-11-28 20:41:47,CA,Clear
2016-11-28 20:34:13,CA,Clear
2016-11-28 20:42:59,CA,Clear
2016-11-28 20:33:15,CA,Clear
2016-11-28 20:33:58,CA,Partly Cloudy
2016-11-28 20:50:59,CA,Clear
2016-11-28 20:52:21,CA,Clear
2016-11-28 20:50:28,CA,Clear
2016-11-28 20:48:52,CA,Light Rain
2016-11-28 20:52:51,CA,Mostly Cloudy
2016-11-28 20:48:14,CA,Clear
2016-11-28 21:09:50,CA,Clear
2016-11-28 21:21:26,CA,Clear
2016-11-28 21:12:35,CA,Clear
2016-11-28 21:29:49,CA,Clear
2016-11-28 21:28:33,CA,Clear
2016-11-28 21:42:49,CA,Clear
2016-11-28 21:36:21,CA,Clear
2016-11-28 21:43:29,CA,Clear
2016-11-28 21:52:08,CA,Clear
2016-11-28 22:07:09,CA,Mostly Cloudy
2016-11-28 22:31:07,CA,Clear
2016-11-29 00:56:46,CA,Clear
2016-11-29 01:37:53,CA,Clear
2016-11-29 02:31:15,CA,Clear
2016-11-29 02:10:32,CA,Clear
2016-11-29 02:18:35,CA,Clear
2016-11-29 02:49:08,CA,Light Rain
2016-11-29 03:25:59,CA,Clear
2016-11-29 03:27:05,CA,Clear
2016-11-29 05:00:11,CA,Partly Cloudy
2016-11-29 05:58:17,CA,Clear
2016-11-29 07:27:52,CA,Partly Cloudy
2016-11-29 07:09:32,CA,Clear
2016-11-29 08:02:52,CA,Clear
2016-11-29 09:10:15,CA,Clear
2016-11-29 09:11:14,CA,Partly Cloudy
2016-11-29 09:17:58,CA,Partly Cloudy
2016-11-29 09:22:49,CA,Scattered Clouds
2016-11-29 09:23:33,CA,Overcast
2016-11-29 09:31:04,CA,Clear
2016-11-29 09:35:16,CA,Partly Cloudy
2016-11-29 09:41:41,CA,Clear
2016-11-29 10:12:29,CA,Clear
2016-11-29 10:11:12,CA,Partly Cloudy
2016-11-29 10:02:32,CA,
2016-11-29 10:14:08,CA,Clear
2016-11-29 10:34:46,CA,Clear
2016-11-29 10:35:49,CA,Partly Cloudy
2016-11-29 10:39:02,CA,Partly Cloudy
2016-11-29 10:52:46,CA,Scattered Clouds
2016-11-29 10:51:26,CA,Overcast
2016-11-29 11:00:32,CA,Partly Cloudy
2016-11-29 10:55:09,CA,Partly Cloudy
2016-11-29 10:56:11,CA,Partly Cloudy
2016-11-29 11:07:45,CA,Clear
2016-11-29 11:09:46,CA,Overcast
2016-11-29 11:13:41,CA,Clear
2016-11-29 11:30:02,CA,Clear
2016-11-29 11:27:26,CA,Clear
2016-11-29 11:25:27,CA,Partly Cloudy
2016-11-29 11:38:42,CA,Scattered Clouds
2016-11-29 11:35:27,CA,Clear
2016-11-29 11:50:39,CA,Clear
2016-11-29 11:52:35,CA,Clear
2016-11-29 11:58:57,CA,Partly Cloudy
2016-11-29 12:02:24,CA,Scattered Clouds
2016-11-29 12:17:53,CA,Clear
2016-11-29 12:22:37,CA,Clear
2016-11-29 12:16:28,CA,Clear
2016-11-29 12:16:56,CA,Partly Cloudy
2016-11-29 12:26:14,CA,Clear
2016-11-29 12:43:26,CA,Clear
2016-11-29 12:53:17,CA,Clear
2016-11-29 12:45:55,CA,
2016-11-29 12:49:58,CA,Clear
2016-11-29 12:57:54,CA,Clear
2016-11-29 13:01:28,CA,Clear
2016-11-29 13:06:43,CA,Clear
2016-11-29 13:08:41,CA,Scattered Clouds
2016-11-29 13:20:35,CA,Clear
2016-11-29 13:33:47,CA,Clear
2016-11-29 13:51:21,CA,Scattered Clouds
2016-11-29 14:30:18,CA,Partly Cloudy
2016-11-29 14:38:40,CA,Clear
2016-11-29 14:37:54,CA,Clear
2016-11-29 14:49:08,CA,Clear
2016-11-29 14:58:08,CA,Partly Cloudy
2016-11-29 14:57:18,CA,Clear
2016-11-29 14:56:10,CA,Clear
2016-11-29 15:10:00,CA,Clear
2016-11-29 15:10:30,CA,Mostly Cloudy
2016-11-29 15:10:01,CA,Mostly Cloudy
2016-11-29 15:21:17,CA,Partly Cloudy
2016-11-29 15:20:09,CA,Clear
2016-11-29 15:41:50,CA,Clear
2016-11-29 15:49:45,CA,Clear
2016-11-29 15:58:08,CA,
2016-11-29 16:13:34,CA,Clear
2016-11-29 16:12:30,CA,Clear
2016-11-29 16:06:51,CA,Clear
2016-11-29 16:06:25,CA,Scattered Clouds
2016-11-29 16:20:34,CA,Clear
2016-11-29 16:30:12,CA,
2016-11-29 16:31:32,CA,Clear
2016-11-29 16:59:45,CA,Clear
2016-11-29 16:54:20,CA,Clear
2016-11-29 17:19:58,CA,Clear
2016-11-29 17:32:29,CA,Clear
2016-11-29 17:43:32,CA,Clear
2016-11-29 17:42:51,CA,Clear
2016-11-29 17:52:12,CA,Clear
2016-11-29 18:09:29,CA,Clear
2016-11-29 18:08:10,CA,Clear
2016-11-29 18:07:01,CA,Clear
2016-11-29 18:21:41,CA,Clear
2016-11-29 18:14:39,CA,Clear
2016-11-29 18:19:43,CA,Clear
2016-11-29 18:27:32,CA,Clear
2016-11-29 18:42:47,CA,Clear
2016-11-29 18:41:28,CA,Clear
2016-11-29 18:49:53,CA,Clear
2016-11-29 18:44:44,CA,Clear
2016-11-29 18:53:45,CA,Clear
2016-11-29 18:44:14,CA,Clear
2016-11-29 19:05:16,CA,Clear
2016-11-29 19:08:11,CA,Clear
2016-11-29 19:39:50,CA,Clear
2016-11-29 19:43:07,CA,Clear
2016-11-29 19:38:55,CA,Clear
2016-11-29 19:53:04,CA,Clear
2016-11-29 19:56:25,CA,Clear
2016-11-29 19:56:33,CA,Clear
2016-11-29 19:58:10,CA,Clear
2016-11-29 20:14:01,CA,Clear
2016-11-29 20:10:33,CA,Clear
2016-11-29 20:11:55,CA,Clear
2016-11-29 20:08:08,CA,Clear
2016-11-29 20:14:30,CA,Clear
2016-11-29 20:21:06,CA,Clear
2016-11-29 20:17:06,CA,Clear
2016-11-29 20:22:25,CA,Clear
2016-11-29 20:26:37,CA,Clear
2016-11-29 20:41:50,CA,Clear
2016-11-29 20:35:32,CA,Clear
2016-11-29 20:47:20,CA,Clear
2016-11-29 20:53:36,CA,Clear
2016-11-29 20:45:02,CA,Clear
2016-11-29 20:56:30,CA,Clear
2016-11-29 21:02:46,CA,Clear
2016-11-29 20:56:58,CA,Clear
2016-11-29 20:57:08,CA,Clear
2016-11-29 21:21:56,CA,Clear
2016-11-29 21:31:32,CA,Clear
2016-11-29 21:37:28,CA,Clear
2016-11-29 21:48:44,CA,Clear
2016-11-29 22:00:11,CA,Clear
2016-11-29 22:03:52,CA,Clear
2016-11-29 22:03:27,CA,Clear
2016-11-29 22:11:57,CA,Clear
2016-11-29 22:25:23,CA,Clear
2016-11-29 22:23:18,CA,Clear
2016-11-29 22:20:10,CA,Clear
2016-11-29 22:16:02,CA,Clear
2016-11-29 22:30:08,CA,Clear
2016-11-29 22:27:59,CA,Clear
2016-11-29 22:37:08,CA,Clear
2016-11-29 22:51:45,CA,Clear
2016-11-29 22:50:25,CA,Clear
2016-11-29 23:00:19,CA,Clear
2016-11-29 23:14:52,CA,Mostly Cloudy
2016-11-30 00:04:43,CA,Clear
2016-11-30 00:05:39,CA,Clear
2016-11-30 01:20:04,CA,Clear
2016-11-30 02:52:41,CA,Clear
2016-11-30 05:50:13,CA,Overcast
2016-11-30 07:03:53,CA,Mostly Cloudy
2016-11-30 07:14:11,CA,Overcast
2016-11-30 07:54:20,CA,Overcast
2016-11-30 08:00:12,CA,Overcast
2016-11-30 08:04:48,CA,Mostly Cloudy
2016-11-30 08:17:37,CA,Overcast
2016-11-30 08:15:24,CA,Overcast
2016-11-30 08:25:07,CA,Mostly Cloudy
2016-11-30 08:37:56,CA,Light Rain
2016-11-30 08:47:17,CA,Overcast
2016-11-30 08:58:02,CA,Overcast
2016-11-30 08:46:11,CA,Overcast
2016-11-30 09:04:50,CA,Overcast
2016-11-30 09:11:40,CA,Mostly Cloudy
2016-11-30 09:03:01,CA,Light Rain
2016-11-30 09:22:36,CA,Overcast
2016-11-30 09:19:46,CA,Mostly Cloudy
2016-11-30 09:26:21,CA,Mostly Cloudy
2016-11-30 09:25:32,CA,Overcast
2016-11-30 09:32:23,CA,Overcast
2016-11-30 09:43:19,CA,Mostly Cloudy
2016-11-30 09:37:35,CA,Mostly Cloudy
2016-11-30 09:35:58,CA,Mostly Cloudy
2016-11-30 09:39:30,CA,Mostly Cloudy
2016-11-30 09:50:27,CA,Mostly Cloudy
2016-11-30 09:46:05,CA,Mostly Cloudy
2016-11-30 09:52:02,CA,Mostly Cloudy
2016-11-30 09:57:05,CA,Overcast
2016-11-30 09:59:48,CA,Mostly Cloudy
2016-11-30 10:30:51,CA,Mostly Cloudy
2016-11-30 10:34:42,CA,Mostly Cloudy
2016-11-30 10:28:37,CA,Mostly Cloudy
2016-11-30 10:27:26,CA,Scattered Clouds
2016-11-30 10:30:29,CA,Mostly Cloudy
2016-11-30 10:25:36,CA,Mostly Cloudy
2016-11-30 10:35:26,CA,Overcast
2016-11-30 10:38:09,CA,Mostly Cloudy
2016-11-30 10:39:57,CA,Mostly Cloudy
2016-11-30 10:50:02,CA,Mostly Cloudy
2016-11-30 10:59:24,CA,Mostly Cloudy
2016-11-30 10:57:08,CA,Mostly Cloudy
2016-11-30 11:10:56,CA,Scattered Clouds
2016-11-30 11:13:48,CA,Mostly Cloudy
2016-11-30 11:17:00,CA,Mostly Cloudy
2016-11-30 11:21:56,CA,Mostly Cloudy
2016-11-30 11:19:22,CA,Mostly Cloudy
2016-11-30 11:31:35,CA,Mostly Cloudy
2016-11-30 11:29:45,CA,Mostly Cloudy
2016-11-30 11:28:25,CA,Mostly Cloudy
2016-11-30 11:33:03,CA,Mostly Cloudy
2016-11-30 11:41:51,CA,Mostly Cloudy
2016-11-30 11:46:37,CA,Overcast
2016-11-30 11:50:41,CA,Overcast
2016-11-30 11:58:39,CA,Mostly Cloudy
2016-11-30 12:00:14,CA,Overcast
2016-11-30 11:58:10,CA,Mostly Cloudy
2016-11-30 11:56:29,CA,Clear
2016-11-30 11:59:36,CA,Mostly Cloudy
2016-11-30 12:20:38,CA,Overcast
2016-11-30 12:21:05,CA,Overcast
2016-11-30 12:20:12,CA,Overcast
2016-11-30 12:17:09,CA,Mostly Cloudy
2016-11-30 12:18:38,CA,Mostly Cloudy
2016-11-30 12:18:11,CA,Mostly Cloudy
2016-11-30 12:18:46,CA,Mostly Cloudy
2016-11-30 12:02:38,CA,Mostly Cloudy
2016-11-30 12:19:40,CA,Overcast
2016-11-30 12:36:17,CA,Mostly Cloudy
2016-11-30 12:30:12,CA,Mostly Cloudy
2016-11-30 12:29:04,CA,Mostly Cloudy
2016-11-30 12:29:34,CA,Mostly Cloudy
2016-11-30 12:31:53,CA,Overcast
2016-11-30 12:40:32,CA,Mostly Cloudy
2016-11-30 12:48:20,CA,Light Rain
2016-11-30 12:50:24,CA,Overcast
2016-11-30 12:57:42,CA,Rain
2016-11-30 13:11:49,CA,Overcast
2016-11-30 13:24:41,CA,Mostly Cloudy
2016-11-30 13:37:24,CA,Mostly Cloudy
2016-11-30 13:45:24,CA,Overcast
2016-11-30 14:04:48,CA,Overcast
2016-11-30 14:00:13,CA,Scattered Clouds
2016-11-30 14:10:24,CA,Overcast
2016-11-30 14:12:47,CA,Mostly Cloudy
2016-11-30 14:07:05,CA,Clear
2016-11-30 14:12:30,CA,Clear
2016-11-30 15:03:50,CA,Mostly Cloudy
2016-11-30 15:13:40,CA,Light Rain
2016-11-30 15:14:19,CA,Overcast
2016-11-30 15:07:21,CA,Mostly Cloudy
2016-11-30 15:15:58,CA,Mostly Cloudy
2016-11-30 15:53:31,CA,Mostly Cloudy
2016-11-30 15:51:12,CA,Mostly Cloudy
2016-11-30 15:54:16,CA,Overcast
2016-11-30 15:57:26,CA,Mostly Cloudy
2016-09-11 20:15:53,CA,Mostly Cloudy
2016-09-11 20:12:45,CA,Overcast
2016-09-11 20:56:11,CA,
2016-09-11 20:24:10,CA,Clear
2016-09-11 20:47:16,CA,Clear
2016-09-11 21:36:30,CA,
2016-09-11 21:35:52,CA,Clear
2016-09-11 21:45:24,CA,
2016-09-12 00:21:33,CA,Overcast
2016-09-12 00:56:59,CA,Partly Cloudy
2016-09-12 00:58:34,CA,Overcast
2016-09-12 01:16:51,CA,Partly Cloudy
2016-09-12 01:16:03,CA,Overcast
2016-09-12 02:01:34,CA,Clear
2016-09-12 01:47:35,CA,Overcast
2016-09-12 02:22:04,CA,Partly Cloudy
2016-09-12 02:23:14,CA,Overcast
2016-09-12 02:30:51,CA,Overcast
2016-09-12 03:22:49,CA,Mostly Cloudy
2016-09-12 03:22:11,CA,Overcast
2016-09-12 03:24:00,CA,Overcast
2016-09-12 05:05:04,CA,Mostly Cloudy
2016-09-12 05:50:24,CA,Partly Cloudy
2016-09-12 05:39:39,CA,Clear
2016-09-12 06:54:57,CA,Overcast
2016-09-12 06:55:51,CA,Overcast
2016-09-12 07:35:27,CA,Clear
2016-09-12 07:10:54,CA,Clear
2016-09-12 08:04:35,CA,Clear
2016-09-12 08:32:39,CA,Mostly Cloudy
2016-09-12 08:32:06,CA,Clear
2016-09-12 08:35:14,CA,Overcast
2016-09-12 08:51:32,CA,Clear
2016-09-12 08:41:10,CA,Mostly Cloudy
2016-09-12 08:56:03,CA,Mostly Cloudy
2016-09-12 08:58:32,CA,Overcast
2016-09-12 09:14:19,CA,Partly Cloudy
2016-09-12 09:07:42,CA,Clear
2016-09-12 09:17:02,CA,Overcast
2016-09-12 09:26:20,CA,Overcast
2016-09-12 09:19:19,CA,Clear
2016-09-12 09:40:30,CA,Overcast
2016-09-12 09:42:19,CA,Scattered Clouds
2016-09-12 09:39:32,CA,Clear
2016-09-12 09:53:12,CA,Overcast
2016-09-12 09:51:59,CA,Partly Cloudy
2016-09-12 09:55:25,CA,Clear
2016-09-12 10:12:09,CA,Scattered Clouds
2016-09-12 10:09:51,CA,Clear
2016-09-12 10:11:58,CA,Clear
2016-09-12 10:24:05,CA,Clear
2016-09-12 10:13:39,CA,Partly Cloudy
2016-09-12 10:15:05,CA,
2016-09-12 10:23:58,CA,Clear
2016-09-12 10:19:27,CA,Clear
2016-09-12 10:31:43,CA,Overcast
2016-09-12 10:26:44,CA,Overcast
2016-09-12 10:26:52,CA,Clear
2016-09-12 10:37:02,CA,Clear
2016-09-12 10:51:44,CA,Scattered Clouds
2016-09-12 10:46:11,CA,Clear
2016-09-12 10:50:48,CA,Clear
2016-09-12 10:48:53,CA,Overcast
2016-09-12 10:50:14,CA,Clear
2016-09-12 10:50:38,CA,
2016-09-12 10:52:34,CA,Clear
2016-09-12 10:57:40,CA,Overcast
2016-09-12 10:59:36,CA,Clear
2016-09-12 11:10:07,CA,Clear
2016-09-12 11:25:29,CA,Clear
2016-09-12 11:18:39,CA,Clear
2016-09-12 11:18:21,CA,Clear
2016-09-12 11:15:45,CA,Clear
2016-09-12 11:31:14,CA,
2016-09-12 11:41:11,CA,Scattered Clouds
2016-09-12 11:42:43,CA,Partly Cloudy
2016-09-12 11:38:26,CA,Scattered Clouds
2016-09-12 11:41:53,CA,Partly Cloudy
2016-09-12 11:41:54,CA,
2016-09-12 11:36:03,CA,Clear
2016-09-12 11:37:30,CA,Overcast
2016-09-12 11:50:44,CA,Scattered Clouds
2016-09-12 11:51:37,CA,Mostly Cloudy
2016-09-12 11:51:33,CA,Clear
2016-09-12 11:56:17,CA,Partly Cloudy
2016-09-12 11:58:13,CA,
2016-09-12 11:57:52,CA,Clear
2016-09-12 12:11:38,CA,Clear
2016-09-12 12:10:37,CA,Clear
2016-09-12 12:06:10,CA,Clear
2016-09-12 12:13:44,CA,Clear
2016-09-12 12:20:26,CA,Partly Cloudy
2016-09-12 12:26:48,CA,Scattered Clouds
2016-09-12 12:39:56,CA,Partly Cloudy
2016-09-12 12:53:00,CA,Scattered Clouds
2016-09-12 12:46:08,CA,Clear
2016-09-12 13:04:37,CA,Clear
2016-09-12 13:14:51,CA,Partly Cloudy
2016-09-12 13:35:04,CA,Clear
2016-09-12 13:25:44,CA,Clear
2016-09-12 13:30:39,CA,Light Rain
2016-09-12 13:27:04,CA,Overcast
2016-09-12 13:34:39,CA,Clear
2016-09-12 13:55:47,CA,Clear
2016-09-12 14:17:02,CA,Clear
2016-09-12 14:32:23,CA,Clear
2016-09-12 14:44:14,CA,Clear
2016-09-12 14:43:34,CA,Clear
2016-09-12 14:53:06,CA,Clear
2016-09-12 15:16:49,CA,Partly Cloudy
2016-09-12 15:33:38,CA,Mostly Cloudy
2016-09-12 15:32:31,CA,Clear
2016-09-12 15:34:46,CA,Clear
2016-09-12 15:31:08,CA,Clear
2016-09-12 15:33:12,CA,Clear
2016-09-12 15:48:28,CA,Mostly Cloudy
2016-09-12 15:45:50,CA,Clear
2016-09-12 15:51:45,CA,Clear
2016-09-12 15:52:10,CA,Clear
2016-09-12 15:48:52,CA,Clear
2016-09-12 15:57:19,CA,Partly Cloudy
2016-09-12 15:56:57,CA,Clear
2016-09-12 16:08:10,CA,Clear
2016-09-12 16:09:31,CA,Clear
2016-09-12 16:06:23,CA,Clear
2016-09-12 16:18:24,CA,Clear
2016-09-12 16:21:31,CA,Clear
2016-09-12 16:27:50,CA,Partly Cloudy
2016-09-12 16:32:46,CA,Clear
2016-09-12 16:36:58,CA,Clear
2016-09-12 16:47:09,CA,Clear
2016-09-12 16:52:15,CA,Clear
2016-09-12 16:45:51,CA,Clear
2016-09-12 16:50:14,CA,Clear
2016-09-12 17:19:04,CA,Clear
2016-09-12 17:22:45,CA,Clear
2016-09-12 17:13:37,CA,Clear
2016-09-12 17:23:22,CA,Overcast
2016-09-12 17:35:56,CA,Clear
2016-09-12 17:24:07,CA,Clear
2016-09-12 17:42:24,CA,Clear
2016-09-12 18:13:24,CA,Scattered Clouds
2016-09-12 18:12:44,CA,Mostly Cloudy
2016-09-12 18:04:21,CA,Clear
2016-09-12 18:07:50,CA,Clear
2016-09-12 18:13:45,CA,Scattered Clouds
2016-09-12 18:15:51,CA,Overcast
2016-09-12 18:16:19,CA,Overcast
